3, 2, 2, 2, 2, 2, 2, 2, 2, 2
46, 46, 46, 45, 43, 44, 45, 46, 45, 43
140, 139, 138, 140, 138, 138, 138, 138, 139, 138
75, 74, 74, 76, 75, 77, 76, 75, 76, 75
3, 2, 2, 2, 2, 2, 2, 2, 2, 2
46, 46, 46, 45, 43, 44, 45, 46, 45, 43
140, 139, 138, 140, 138, 138, 138, 138, 139, 138
75, 74, 74, 76, 75, 77, 76, 75, 76, 75
