7, 7, 6, 7, 6, 6, 6, 7, 7, 7
146, 149, 146, 146, 147, 146, 148, 147, 146, 146
603, 603, 605, 603, 598, 597, 608, 609, 607, 605
178, 178, 178, 179, 177, 183, 179, 179, 178, 180
7, 7, 6, 7, 6, 6, 6, 7, 7, 7
146, 149, 146, 146, 147, 146, 148, 147, 146, 146
603, 603, 605, 603, 598, 597, 608, 609, 607, 605
178, 178, 178, 179, 177, 183, 179, 179, 178, 180
