3, 4, 4, 3, 4, 4, 4, 4, 4, 3
117, 110, 110, 109, 112, 104, 100, 116, 114, 105
143, 144, 149, 147, 146, 145, 145, 144, 144, 144
236, 238, 274, 256, 202, 246, 202, 254, 223, 260
3, 4, 4, 3, 4, 4, 4, 4, 4, 3
117, 110, 110, 109, 112, 104, 100, 116, 114, 105
143, 144, 149, 147, 146, 145, 145, 144, 144, 144
236, 238, 274, 256, 202, 246, 202, 254, 223, 260
