9, 9, 8, 9, 8, 8, 8, 8, 13, 8
243, 229, 223, 235, 225, 223, 234, 228, 242, 233
617, 611, 615, 614, 598, 617, 618, 611, 611, 606
347, 333, 312, 340, 345, 333, 352, 340, 273, 354
9, 9, 8, 9, 8, 8, 8, 8, 13, 8
243, 229, 223, 235, 225, 223, 234, 228, 242, 233
617, 611, 615, 614, 598, 617, 618, 611, 611, 606
347, 333, 312, 340, 345, 333, 352, 340, 273, 354
