7, 7, 6, 7, 7, 6, 7, 6, 7, 7
146, 145, 149, 146, 147, 144, 148, 146, 148, 147
604, 602, 608, 605, 602, 608, 603, 607, 607, 609
180, 178, 178, 177, 180, 180, 179, 180, 178, 179
7, 7, 6, 7, 7, 6, 7, 6, 7, 7
146, 145, 149, 146, 147, 144, 148, 146, 148, 147
604, 602, 608, 605, 602, 608, 603, 607, 607, 609
180, 178, 178, 177, 180, 180, 179, 180, 178, 179
