2, 2, 2, 2, 2, 3, 3, 3, 3, 2
45, 49, 47, 45, 42, 43, 43, 47, 57, 44
139, 139, 139, 139, 138, 139, 138, 140, 139, 143
73, 75, 74, 74, 77, 73, 74, 74, 74, 74
2, 2, 2, 2, 2, 3, 3, 3, 3, 2
45, 49, 47, 45, 42, 43, 43, 47, 57, 44
139, 139, 139, 139, 138, 139, 138, 140, 139, 143
73, 75, 74, 74, 77, 73, 74, 74, 74, 74
